ProductName,ProductID,Price,StockQuantity,Category
Product 235,235,43.68,405,Category 6
Product 236,236,215.81,124,Category 7
Product 237,237,862.33,152,Category 8
Product 238,238,666.94,709,Category 9
Product 239,239,396.09,119,Category 10
Product 240,240,525.13,249,Category 1
Product 241,241,90.10,889,Category 2
Product 242,242,138.32,575,Category 3
Product 243,243,839.54,332,Category 4
Product 244,244,80.07,655,Category 5
Product 245,245,58.69,172,Category 6
Product 246,246,941.94,384,Category 7
Product 247,247,768.49,239,Category 8
Product 248,248,217.75,506,Category 9
Product 249,249,110.64,630,Category 10
Product 250,250,397.52,680,Category 1
Product 251,251,375.22,113,Category 2
Product 252,252,292.53,826,Category 3
Product 253,253,216.98,34,Category 4
Product 254,254,310.44,826,Category 5
Product 255,255,382.52,95,Category 6
Product 256,256,46.56,812,Category 7
Product 257,257,118.72,245,Category 8
Product 258,258,289.74,977,Category 9
Product 259,259,122.46,365,Category 10
Product 260,260,906.56,214,Category 1
Product 261,261,522.38,524,Category 2
Product 262,262,999.58,781,Category 3
Product 263,263,241.89,815,Category 4
Product 264,264,361.68,594,Category 5
Product 265,265,171.03,334,Category 6
Product 266,266,292.10,510,Category 7
Product 267,267,997.30,849,Category 8
Product 268,268,627.22,535,Category 9
Product 269,269,505.34,853,Category 10
Product 270,270,117.11,987,Category 1
Product 271,271,29.48,667,Category 2
Product 272,272,418.25,121,Category 3
Product 273,273,926.03,571,Category 4
Product 274,274,971.02,156,Category 5
Product 275,275,778.84,624,Category 6
Product 276,276,957.71,531,Category 7
Product 277,277,539.50,619,Category 8
Product 278,278,331.46,593,Category 9
Product 279,279,517.21,250,Category 10
Product 280,280,521.61,426,Category 1
Product 281,281,137.70,417,Category 2
Product 282,282,92.17,641,Category 3
Product 283,283,628.43,299,Category 4
Product 284,284,256.15,88,Category 5
Product 285,285,426.84,806,Category 6
Product 286,286,619.76,525,Category 7
Product 287,287,466.72,775,Category 8
Product 288,288,534.64,675,Category 9
Product 289,289,879.95,706,Category 10
Product 290,290,59.62,449,Category 1
Product 291,291,686.27,320,Category 2
Product 292,292,170.02,402,Category 3
Product 293,293,605.26,521,Category 4
Product 294,294,605.42,171,Category 5
Product 295,295,850.34,506,Category 6
Product 296,296,498.58,767,Category 7
Product 297,297,997.94,522,Category 8
Product 298,298,948.51,208,Category 9
Product 299,299,511.20,184,Category 10
Product 300,300,385.16,703,Category 1
Product 301,301,794.93,348,Category 2
Product 302,302,444.51,978,Category 3
Product 303,303,903.42,323,Category 4
Product 304,304,605.26,122,Category 5
Product 305,305,72.80,883,Category 6
Product 306,306,783.09,885,Category 7
Product 307,307,927.22,167,Category 8
Product 308,308,329.96,971,Category 9
Product 309,309,314.44,556,Category 10
Product 310,310,886.14,623,Category 1
Product 311,311,663.75,226,Category 2
Product 312,312,937.88,296,Category 3
Product 313,313,792.22,905,Category 4
Product 314,314,151.48,597,Category 5
Product 315,315,969.88,740,Category 6
Product 316,316,897.98,811,Category 7
Product 317,317,680.00,566,Category 8
Product 318,318,292.58,640,Category 9
Product 319,319,205.35,787,Category 10
Product 320,320,699.88,757,Category 1
Product 321,321,704.67,675,Category 2
Product 322,322,768.86,448,Category 3
Product 323,323,188.70,668,Category 4
Product 324,324,559.38,420,Category 5
Product 325,325,600.62,682,Category 6
Product 326,326,938.52,330,Category 7
Product 327,327,339.68,705,Category 8
Product 328,328,800.25,36,Category 9
Product 329,329,829.91,805,Category 10
Product 330,330,107.26,304,Category 1
Product 331,331,438.54,12,Category 2
Product 332,332,441.21,105,Category 3
Product 333,333,432.84,923,Category 4
Product 334,334,600.90,875,Category 5
Product 335,335,134.52,848,Category 6
Product 336,336,796.09,905,Category 7
Product 337,337,645.36,505,Category 8
Product 338,338,816.30,834,Category 9
Product 339,339,133.51,220,Category 10
Product 340,340,476.88,72,Category 1
Product 341,341,82.85,245,Category 2
Product 342,342,182.42,358,Category 3
Product 343,343,575.35,390,Category 4
Product 344,344,487.16,88,Category 5
Product 345,345,959.83,679,Category 6
Product 346,346,581.31,438,Category 7
Product 347,347,984.10,413,Category 8
Product 348,348,430.17,330,Category 9
Product 349,349,438.73,565,Category 10
Product 350,350,463.25,587,Category 1
Product 351,351,728.44,523,Category 2
Product 352,352,990.37,544,Category 3
Product 353,353,624.93,342,Category 4
Product 354,354,336.32,497,Category 5
Product 355,355,160.63,472,Category 6
Product 356,356,866.12,216,Category 7
Product 357,357,141.03,174,Category 8
Product 358,358,585.09,920,Category 9
Product 359,359,714.45,250,Category 10
Product 360,360,438.56,976,Category 1
Product 361,361,594.16,567,Category 2
Product 362,362,881.73,937,Category 3
Product 363,363,497.68,590,Category 4
Product 364,364,610.86,175,Category 5
Product 365,365,592.92,17,Category 6
Product 366,366,392.02,787,Category 7
Product 367,367,384.19,745,Category 8
Product 368,368,735.43,818,Category 9
Product 369,369,544.59,27,Category 10
Product 370,370,383.48,778,Category 1
Product 371,371,615.72,785,Category 2
Product 372,372,488.52,597,Category 3
Product 373,373,729.16,547,Category 4
Product 374,374,336.92,123,Category 5
Product 375,375,734.71,152,Category 6
Product 376,376,655.12,830,Category 7
Product 377,377,867.47,85,Category 8
Product 378,378,549.60,84,Category 9
Product 379,379,877.95,194,Category 10
Product 380,380,442.53,684,Category 1
Product 381,381,617.42,822,Category 2
Product 382,382,610.80,341,Category 3
Product 383,383,165.97,757,Category 4
Product 384,384,972.95,740,Category 5
Product 385,385,97.24,82,Category 6
Product 386,386,881.05,360,Category 7
Product 387,387,750.18,692,Category 8
Product 388,388,635.48,287,Category 9
Product 389,389,718.36,589,Category 10
Product 390,390,87.74,60,Category 1
Product 391,391,106.97,1,Category 2
Product 392,392,499.09,542,Category 3
Product 393,393,964.24,776,Category 4
Product 394,394,931.41,641,Category 5
Product 395,395,261.16,437,Category 6
Product 396,396,782.55,988,Category 7
Product 397,397,520.73,623,Category 8
Product 398,398,217.61,361,Category 9
Product 399,399,641.01,802,Category 10
Product 400,400,961.76,980,Category 1
Product 401,401,181.17,889,Category 2
Product 402,402,235.97,414,Category 3
Product 403,403,250.02,199,Category 4
Product 404,404,299.02,921,Category 5
Product 405,405,102.07,239,Category 6
Product 406,406,949.25,950,Category 7
Product 407,407,631.45,348,Category 8
Product 408,408,256.98,657,Category 9
Product 409,409,110.18,501,Category 10
Product 410,410,969.98,499,Category 1
Product 411,411,286.82,827,Category 2
Product 412,412,999.56,647,Category 3
Product 413,413,865.54,87,Category 4
Product 414,414,505.19,973,Category 5
Product 415,415,94.68,792,Category 6
Product 416,416,850.99,541,Category 7
Product 417,417,658.13,751,Category 8
Product 418,418,496.96,14,Category 9
Product 419,419,325.86,537,Category 10
Product 420,420,873.19,447,Category 1
Product 421,421,713.01,107,Category 2
Product 422,422,383.09,826,Category 3
Product 423,423,593.07,401,Category 4
Product 424,424,734.56,536,Category 5
Product 425,425,634.90,109,Category 6
Product 426,426,653.28,962,Category 7
Product 427,427,26.22,737,Category 8
Product 428,428,713.16,223,Category 9
Product 429,429,732.17,597,Category 10
Product 430,430,591.42,434,Category 1
Product 431,431,608.57,842,Category 2
Product 432,432,907.42,381,Category 3
Product 433,433,217.89,687,Category 4
Product 434,434,829.71,942,Category 5
Product 435,435,195.41,374,Category 6
Product 436,436,137.73,526,Category 7
Product 437,437,255.28,271,Category 8
Product 438,438,354.29,546,Category 9
Product 439,439,968.73,218,Category 10
Product 440,440,857.72,549,Category 1
Product 441,441,127.29,439,Category 2
Product 442,442,368.44,1000,Category 3
Product 443,443,640.21,723,Category 4
Product 444,444,60.01,91,Category 5
Product 445,445,993.18,27,Category 6
Product 446,446,519.88,194,Category 7
Product 447,447,43.63,432,Category 8
Product 448,448,156.08,935,Category 9
Product 449,449,863.10,567,Category 10
Product 450,450,904.49,705,Category 1
Product 451,451,692.38,193,Category 2
Product 452,452,719.32,524,Category 3
Product 453,453,915.43,818,Category 4
Product 454,454,812.51,540,Category 5
Product 455,455,259.92,298,Category 6
Product 456,456,758.32,389,Category 7
Product 457,457,203.91,175,Category 8
Product 458,458,971.26,600,Category 9
Product 459,459,175.61,658,Category 10
Product 460,460,937.71,339,Category 1
Product 461,461,43.64,585,Category 2
Product 462,462,486.57,395,Category 3
Product 463,463,456.60,579,Category 4
Product 464,464,405.25,663,Category 5
Product 465,465,243.60,191,Category 6
Product 466,466,871.72,60,Category 7
Product 467,467,459.83,398,Category 8
Product 468,468,952.47,589,Category 9
Product 469,469,603.24,846,Category 10
Product 470,470,972.78,635,Category 1
Product 471,471,575.83,395,Category 2
Product 472,472,233.61,898,Category 3
Product 473,473,833.17,925,Category 4
Product 474,474,591.64,267,Category 5
Product 475,475,738.03,883,Category 6
Product 476,476,950.21,366,Category 7
Product 477,477,729.73,596,Category 8
Product 478,478,209.73,678,Category 9
Product 479,479,937.98,498,Category 10
Product 480,480,572.72,269,Category 1
Product 481,481,236.94,197,Category 2
Product 482,482,449.09,636,Category 3
Product 483,483,66.87,118,Category 4
Product 484,484,120.51,367,Category 5
Product 485,485,776.06,767,Category 6
Product 486,486,907.05,861,Category 7
Product 487,487,123.39,117,Category 8
Product 488,488,403.57,137,Category 9
Product 489,489,868.07,409,Category 10
Product 490,490,854.70,286,Category 1
Product 491,491,990.32,573,Category 2
Product 492,492,403.38,14,Category 3
Product 493,493,612.67,346,Category 4
Product 494,494,31.88,408,Category 5
Product 495,495,245.95,401,Category 6
Product 496,496,666.90,908,Category 7
Product 497,497,332.73,781,Category 8
Product 498,498,39.00,959,Category 9
Product 499,499,27.37,283,Category 10
Product 500,500,116.89,207,Category 1
Product 501,501,819.04,129,Category 2
Product 502,502,525.33,234,Category 3
Product 503,503,624.97,342,Category 4
Product 504,504,854.66,136,Category 5
Product 505,505,500.30,121,Category 6
Product 506,506,617.53,575,Category 7
Product 507,507,153.71,998,Category 8
Product 508,508,259.74,678,Category 9
Product 509,509,692.13,517,Category 10
Product 510,510,565.51,654,Category 1
Product 511,511,896.32,399,Category 2
Product 512,512,980.99,437,Category 3
Product 513,513,80.07,228,Category 4
Product 514,514,410.77,85,Category 5
Product 515,515,952.11,314,Category 6
Product 516,516,16.15,730,Category 7
Product 517,517,208.56,593,Category 8
Product 518,518,925.18,975,Category 9
Product 519,519,163.28,727,Category 10
Product 520,520,263.11,284,Category 1
Product 521,521,682.56,692,Category 2
Product 522,522,684.15,220,Category 3
Product 523,523,28.11,20,Category 4
Product 524,524,163.81,934,Category 5
Product 525,525,572.32,965,Category 6
Product 526,526,188.71,404,Category 7
Product 527,527,825.71,397,Category 8
Product 528,528,836.53,793,Category 9
Product 529,529,750.85,391,Category 10
Product 530,530,796.98,625,Category 1
Product 531,531,682.31,594,Category 2
Product 532,532,317.99,746,Category 3
Product 533,533,454.05,757,Category 4
Product 534,534,659.64,231,Category 5
Product 535,535,131.37,824,Category 6
Product 536,536,274.03,757,Category 7
Product 537,537,386.06,487,Category 8
Product 538,538,192.49,623,Category 9
Product 539,539,825.23,617,Category 10
Product 540,540,929.78,766,Category 1
Product 541,541,212.30,739,Category 2
Product 542,542,16.60,73,Category 3
Product 543,543,843.12,829,Category 4
Product 544,544,639.00,950,Category 5
Product 545,545,475.74,657,Category 6
Product 546,546,470.74,679,Category 7
Product 547,547,501.06,239,Category 8
Product 548,548,512.03,101,Category 9
Product 549,549,247.79,562,Category 10
Product 550,550,916.09,670,Category 1
Product 551,551,130.51,689,Category 2
Product 552,552,206.17,900,Category 3
Product 553,553,296.62,880,Category 4
Product 554,554,565.31,433,Category 5
Product 555,555,429.56,223,Category 6
Product 556,556,131.46,22,Category 7
Product 557,557,645.34,732,Category 8
Product 558,558,687.98,448,Category 9
Product 559,559,822.42,316,Category 10
Product 560,560,481.78,619,Category 1
Product 561,561,133.60,277,Category 2
Product 562,562,739.70,114,Category 3
Product 563,563,400.50,728,Category 4
Product 564,564,718.20,678,Category 5
Product 565,565,494.23,277,Category 6
Product 566,566,953.46,161,Category 7
Product 567,567,655.53,683,Category 8
Product 568,568,966.98,456,Category 9
Product 569,569,860.50,848,Category 10
Product 570,570,103.67,854,Category 1
Product 571,571,619.97,507,Category 2
Product 572,572,154.00,944,Category 3
Product 573,573,151.23,408,Category 4
Product 574,574,25.20,952,Category 5
Product 575,575,728.69,160,Category 6
Product 576,576,244.09,119,Category 7
Product 577,577,723.99,359,Category 8
Product 578,578,625.75,495,Category 9
Product 579,579,251.39,51,Category 10
Product 580,580,301.74,564,Category 1
Product 581,581,899.93,353,Category 2
Product 582,582,428.51,631,Category 3
Product 583,583,120.52,807,Category 4
Product 584,584,384.00,994,Category 5
Product 585,585,300.35,524,Category 6
Product 586,586,897.66,627,Category 7
Product 587,587,297.34,319,Category 8
Product 588,588,552.59,131,Category 9
Product 589,589,652.27,250,Category 10
Product 590,590,986.30,922,Category 1
Product 591,591,861.29,371,Category 2
Product 592,592,646.11,708,Category 3
Product 593,593,844.04,440,Category 4
Product 594,594,234.78,901,Category 5
Product 595,595,410.29,397,Category 6
Product 596,596,205.08,175,Category 7
Product 597,597,139.00,187,Category 8
Product 598,598,674.33,505,Category 9
Product 599,599,206.22,720,Category 10
Product 600,600,875.27,718,Category 1
Product 601,601,503.27,312,Category 2
Product 602,602,291.13,689,Category 3
Product 603,603,357.73,17,Category 4
Product 604,604,877.83,195,Category 5
Product 605,605,809.21,355,Category 6
Product 606,606,577.97,595,Category 7
Product 607,607,567.13,493,Category 8
Product 608,608,285.71,347,Category 9
Product 609,609,58.65,791,Category 10
Product 610,610,303.33,873,Category 1
Product 611,611,159.75,454,Category 2
Product 612,612,968.66,465,Category 3
Product 613,613,478.62,449,Category 4
Product 614,614,629.43,850,Category 5
Product 615,615,638.86,529,Category 6
Product 616,616,538.60,924,Category 7
Product 617,617,680.53,663,Category 8
Product 618,618,153.26,942,Category 9
Product 619,619,851.09,307,Category 10
Product 620,620,378.14,463,Category 1
Product 621,621,722.38,942,Category 2
Product 622,622,154.82,197,Category 3
Product 623,623,57.78,787,Category 4
Product 624,624,45.68,918,Category 5
Product 625,625,955.73,224,Category 6
Product 626,626,993.52,314,Category 7
Product 627,627,829.12,220,Category 8
Product 628,628,919.71,149,Category 9
Product 629,629,971.94,63,Category 10
Product 630,630,545.90,874,Category 1
Product 631,631,167.26,20,Category 2
Product 632,632,674.11,13,Category 3
Product 633,633,539.67,712,Category 4
Product 634,634,798.82,661,Category 5
Product 635,635,422.66,369,Category 6
Product 636,636,657.03,901,Category 7
Product 637,637,720.51,511,Category 8
Product 638,638,706.52,338,Category 9
Product 639,639,139.49,430,Category 10
Product 640,640,864.37,195,Category 1
Product 641,641,295.64,599,Category 2
Product 642,642,71.00,96,Category 3
Product 643,643,432.70,463,Category 4
Product 644,644,264.86,830,Category 5
Product 645,645,318.59,236,Category 6
Product 646,646,784.22,993,Category 7
Product 647,647,127.22,633,Category 8
Product 648,648,169.30,811,Category 9
Product 649,649,189.23,229,Category 10
Product 650,650,484.21,589,Category 1
Product 651,651,564.33,36,Category 2
Product 652,652,158.46,737,Category 3
Product 653,653,364.75,394,Category 4
Product 654,654,446.07,834,Category 5
Product 655,655,120.89,108,Category 6
Product 656,656,345.02,349,Category 7
Product 657,657,261.27,916,Category 8
Product 658,658,348.35,163,Category 9
Product 659,659,396.51,900,Category 10
Product 660,660,515.90,197,Category 1
Product 661,661,446.40,987,Category 2
Product 662,662,989.32,300,Category 3
Product 663,663,361.97,621,Category 4
Product 664,664,494.52,797,Category 5
Product 665,665,174.13,981,Category 6
Product 666,666,229.69,327,Category 7
Product 667,667,580.44,422,Category 8
Product 668,668,932.69,156,Category 9
Product 669,669,72.50,352,Category 10
Product 670,670,668.08,404,Category 1
Product 671,671,30.24,646,Category 2
Product 672,672,524.39,510,Category 3
Product 673,673,840.00,447,Category 4
Product 674,674,221.13,775,Category 5
Product 675,675,847.47,749,Category 6
Product 676,676,739.19,961,Category 7
Product 677,677,218.62,420,Category 8
Product 678,678,272.27,426,Category 9
Product 679,679,968.99,536,Category 10
Product 680,680,293.12,950,Category 1
Product 681,681,68.41,958,Category 2
Product 682,682,367.29,277,Category 3
Product 683,683,667.75,9,Category 4
Product 684,684,589.03,674,Category 5
Product 685,685,640.54,394,Category 6
Product 686,686,108.03,185,Category 7
Product 687,687,661.05,54,Category 8
Product 688,688,269.11,27,Category 9
Product 689,689,986.47,883,Category 10
Product 690,690,230.73,702,Category 1
Product 691,691,675.35,380,Category 2
Product 692,692,363.12,274,Category 3
Product 693,693,608.16,711,Category 4
Product 694,694,510.05,689,Category 5
Product 695,695,265.24,115,Category 6
Product 696,696,676.14,740,Category 7
Product 697,697,46.51,364,Category 8
Product 698,698,163.74,549,Category 9
Product 699,699,270.39,155,Category 10
Product 700,700,861.68,770,Category 1
Product 701,701,85.82,908,Category 2
Product 702,702,738.10,183,Category 3
Product 703,703,158.08,785,Category 4
Product 704,704,346.21,997,Category 5
Product 705,705,728.77,945,Category 6
Product 706,706,565.65,363,Category 7
Product 707,707,727.93,995,Category 8
Product 708,708,71.11,937,Category 9
Product 709,709,250.70,978,Category 10
Product 710,710,413.04,841,Category 1
Product 711,711,340.49,663,Category 2
Product 712,712,307.69,863,Category 3
Product 713,713,18.61,410,Category 4
Product 714,714,674.63,382,Category 5
Product 715,715,966.21,283,Category 6
Product 716,716,430.69,675,Category 7
Product 717,717,538.24,995,Category 8
Product 718,718,941.62,175,Category 9
Product 719,719,744.31,60,Category 10
Product 720,720,435.78,490,Category 1
Product 721,721,46.49,178,Category 2
Product 722,722,703.73,919,Category 3
Product 723,723,162.68,427,Category 4
Product 724,724,520.98,49,Category 5
Product 725,725,473.25,695,Category 6
Product 726,726,422.86,646,Category 7
Product 727,727,141.54,444,Category 8
Product 728,728,349.60,199,Category 9
Product 729,729,661.59,107,Category 10
Product 730,730,583.27,514,Category 1
Product 731,731,12.22,831,Category 2
Product 732,732,49.35,346,Category 3
Product 733,733,873.80,744,Category 4
Product 734,734,357.69,321,Category 5
Product 735,735,592.84,479,Category 6
Product 736,736,614.87,734,Category 7
Product 737,737,527.61,408,Category 8
Product 738,738,123.02,799,Category 9
Product 739,739,132.53,649,Category 10
Product 740,740,864.36,584,Category 1
Product 741,741,425.18,151,Category 2
Product 742,742,444.51,474,Category 3
Product 743,743,649.13,77,Category 4
Product 744,744,116.68,611,Category 5
Product 745,745,410.79,636,Category 6
Product 746,746,699.04,351,Category 7
Product 747,747,893.76,37,Category 8
Product 748,748,854.47,156,Category 9
Product 749,749,571.96,138,Category 10
Product 750,750,867.32,18,Category 1
Product 751,751,986.15,448,Category 2
Product 752,752,525.46,40,Category 3
Product 753,753,21.58,318,Category 4
Product 754,754,534.42,536,Category 5
Product 755,755,144.24,537,Category 6
Product 756,756,376.88,59,Category 7
Product 757,757,649.43,404,Category 8
Product 758,758,470.68,365,Category 9
Product 759,759,531.40,66,Category 10
Product 760,760,850.51,806,Category 1
Product 761,761,939.18,675,Category 2
Product 762,762,133.50,296,Category 3
Product 763,763,101.91,16,Category 4
Product 764,764,548.91,1000,Category 5
Product 765,765,543.24,234,Category 6
Product 766,766,31.49,246,Category 7
Product 767,767,52.78,827,Category 8
Product 768,768,651.19,900,Category 9
Product 769,769,998.28,477,Category 10
Product 770,770,420.49,481,Category 1
Product 771,771,887.72,1000,Category 2
Product 772,772,601.11,246,Category 3
Product 773,773,36.87,187,Category 4
Product 774,774,889.64,387,Category 5
Product 775,775,104.99,684,Category 6
